gene_id;gene_common;TATA_cen_pos;RNA.class;chrom;IIB_coor;TSS;strand;TATA_coor;mismatch;TBP;IIA;IIB;IID;IIE;IIF;IIH;IIK;Pol.II;gene_class_1;gene_class_2
YBR035C;PDX3;934;mRNA;chr02;307019;306984;C;307045;1_mis;22;131;176;217;253;104;114;148;91;TATA-less;TAF1-enriched
YBR036C;CSG2;932;mRNA;chr02;310380;310368;C;310423;2_mis;64;188;441;307;673;244;271;611;117;TATA-less;TAF1-enriched
YBR037C;SCO1;941;mRNA;chr02;311479;311496;C;311539;1_mis;19;61;207;129;207;87;76;187;31;TATA-less;TAF1-enriched
YBR038W;CHS2;942;mRNA;chr02;311823;311828;W;311795;2_mis;30;163;476;163;392;173;81;377;48;TATA-less;TAF1-enriched
YBR039W;ATP3;933;mRNA;chr02;315505;315476;W;315478;1_mis;36;42;172;146;187;98;57;198;44;TATA-less;TAF1-enriched
YBR041W;FAT1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR042C;CST26;936;mRNA;chr02;321670;321672;C;321703;1_mis;37;4;137;99;143;50;41;140;64;TATA-less;TAF1-enriched
YBR043C;QDR3;985;mRNA;chr02;324096;324096;C;324103;1_mis;22;37;172;73;166;75;39;168;41;TATA-less;TAF1-enriched
YBR044C;TCM62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR046C;ZTA1;923;mRNA;chr02;331577;331552;C;331613;1_mis;19;99;121;96;206;74;70;176;13;TATA-less;TAF1-enriched
YBR047W;FMP23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR048W;RPS11B;937;mRNA;chr02;332790;332772;W;332754;2_mis;161;283;1908;1279;2174;708;468;2716;217;TATA-less;TAF1-enriched
YBR049C;REB1;983;mRNA;chr02;336941;336936;C;336968;2_mis;53;68;334;314;325;150;164;321;52;TATA-less;TAF1-enriched
YBR050C;REG2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR052C;RFS1;928;mRNA;chr02;339446;339424;C;339479;1_mis;62;39;783;120;280;140;106;250;70;TATA-less;TAF1-depleted
YBR053C;YBR053C;987;mRNA;chr02;340772;340776;C;340782;1_mis;18;82;123;89;193;85;66;170;31;TATA-less;TAF1-enriched
YBR054W;YRO2;868;mRNA;chr02;342687;342780;W;342661;0_mis;20;48;40;64;59;22;50;53;35;TATA-containing;TAF1-depleted
YBR055C;PRP6;910;mRNA;chr02;347336;347320;C;347406;0_mis;35;62;179;203;231;69;73;182;43;TATA-containing;TAF1-enriched
YBR056W;YBR056W;926;mRNA;chr02;347779;347796;W;347741;2_mis;11;31;128;63;140;66;37;138;23;TATA-less;TAF1-enriched
YBR056W-A;MNC1;757;mRNA;chr02;351024;351177;W;350991;2_mis;27;83;136;84;206;76;89;200;51;TATA-less;TAF1-enriched
YBR057C;MUM2;929;mRNA;chr02;353409;353400;C;353448;2_mis;26;69;222;246;331;149;106;414;70;TATA-less;TAF1-enriched
YBR058C;UBP14;NA;mRNA;chr02;356072;356064;C;0;3_mis;25;68;154;166;273;117;100;289;112;TATA-less;TAF1-enriched
YBR058C-A;TSC3;987;mRNA;chr02;356645;356639;C;356632;1_mis;33;149;293;302;397;201;176;423;90;TATA-less;TAF1-enriched
YBR059C;AKL1;925;mRNA;chr02;360360;360320;C;360389;1_mis;42;78;238;294;390;184;139;366;41;TATA-less;TAF1-enriched
YBR060C;ORC2;941;mRNA;chr02;362626;362600;C;362654;1_mis;40;103;276;121;222;109;71;293;22;TATA-less;TAF1-depleted
YBR061C;TRM7;953;mRNA;chr02;365757;365744;C;365767;2_mis;17;52;148;137;244;88;83;240;49;TATA-less;TAF1-enriched
YBR062C;YBR062C;1012;mRNA;chr02;366626;366503;C;366592;2_mis;6;60;90;52;110;40;45;114;56;TATA-less;TAF1-enriched
YBR065C;ECM2;916;mRNA;chr02;369751;369735;C;369798;1_mis;46;121;265;163;200;80;80;235;55;TATA-less;TAF1-enriched
YBR066C;NRG2;943;mRNA;chr02;370767;370767;C;370806;0_mis;9;49;198;59;243;97;71;246;46;TATA-containing;TAF1-enriched
YBR067C;TIP1;909;mRNA;chr02;372837;372807;C;372871;0_mis;61;211;1296;102;667;187;217;614;86;TATA-containing;TAF1-depleted
YBR068C;BAP2;922;mRNA;chr02;375784;375751;C;375824;0_mis;203;593;3623;133;2968;823;525;3235;188;TATA-containing;TAF1-depleted
YBR069C;TAT1;923;mRNA;chr02;378579;378551;C;378609;0_mis;95;207;1250;153;789;269;135;1012;103;TATA-containing;TAF1-depleted
YBR070C;ALG14;944;mRNA;chr02;379984;379983;C;380005;2_mis;27;55;167;179;221;84;95;201;37;TATA-less;TAF1-enriched
YBR071W;YBR071W;939;mRNA;chr02;380308;380323;W;380284;1_mis;55;159;532;104;1032;361;164;1035;69;TATA-less;TAF1-depleted
YBR072W;HSP26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR073W;RDH54;928;mRNA;chr02;383102;383123;W;383074;0_mis;27;52;258;181;229;115;90;328;34;TATA-containing;TAF1-enriched
YBR074W;PFF1;964;mRNA;chr02;386291;386259;W;386251;2_mis;25;53;113;75;189;87;42;136;46;TATA-less;TAF1-enriched
YBR077C;SLM4;940;mRNA;chr02;392378;392359;C;392388;1_mis;42;63;306;138;336;98;64;350;45;TATA-less;TAF1-depleted
YBR078W;ECM33;911;mRNA;chr02;392898;392923;W;392864;2_mis;168;292;1736;91;1696;446;403;1497;191;TATA-less;TAF1-depleted
YBR079C;RPG1;962;mRNA;chr02;398315;398303;C;398334;1_mis;92;103;558;415;554;231;187;592;123;TATA-less;TAF1-enriched
YBR080C;SEC18;956;mRNA;chr02;400934;400919;C;400954;2_mis;30;27;230;215;291;141;93;327;54;TATA-less;TAF1-enriched
YBR081C;SPT7;923;mRNA;chr02;405426;405391;C;405468;2_mis;20;29;129;112;204;94;28;235;27;TATA-less;TAF1-enriched
YBR082C;UBC4;949;mRNA;chr02;407235;407279;C;407291;1_mis;98;91;874;261;593;182;85;579;84;TATA-less;TAF1-enriched
YBR083W;TEC1;933;mRNA;chr02;409089;409099;W;409061;0_mis;30;68;287;96;723;198;81;665;47;TATA-containing;TAF1-depleted
YBR084C-A;RPL19A;993;mRNA;chr02;415287;415375;C;415316;2_mis;138;246;2012;700;2182;733;403;2440;226;TATA-less;TAF1-enriched
YBR084W;MIS1;935;mRNA;chr02;411001;410987;W;410981;2_mis;30;131;340;212;331;118;142;388;53;TATA-less;TAF1-enriched
YBR085C-A;YBR085C-A;920;mRNA;chr02;419244;419233;C;419267;0_mis;45;78;371;99;406;189;142;415;55;TATA-containing;TAF1-enriched
YBR085W;AAC3;896;mRNA;chr02;415842;415883;W;415810;1_mis;29;30;186;49;150;77;46;183;29;TATA-less;TAF1-depleted
YBR086C;IST2;1012;mRNA;chr02;423314;423343;C;423326;1_mis;38;34;233;58;344;113;51;402;40;TATA-less;TAF1-depleted
YBR087W;RFC5;940;mRNA;chr02;423715;423731;W;423700;2_mis;29;70;201;153;265;111;77;269;75;TATA-less;TAF1-enriched
YBR088C;POL30;922;mRNA;chr02;425850;425815;C;425881;0_mis;46;106;648;133;543;204;165;554;98;TATA-containing;TAF1-depleted
YBR089C-A;NHP6B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR091C;TIM12;917;mRNA;chr02;427550;427519;C;427602;2_mis;49;103;192;129;227;105;113;240;156;TATA-less;TAF1-enriched
YBR094W;PBY1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR095C;RXT2;956;mRNA;chr02;435731;435743;C;435776;2_mis;33;113;142;313;226;92;86;226;23;TATA-less;TAF1-enriched
YBR096W;YBR096W;946;mRNA;chr02;435931;435931;W;435891;1_mis;33;67;259;154;310;125;75;295;39;TATA-less;TAF1-enriched
YBR097W;VPS15;917;mRNA;chr02;436884;436763;W;436843;1_mis;17;22;133;59;137;51;80;136;64;TATA-less;TAF1-enriched
YBR098W;MMS4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR101C;FES1;942;mRNA;chr02;444744;444751;C;444769;1_mis;112;153;2098;401;727;349;149;835;80;TATA-less;TAF1-enriched
YBR102C;EXO84;986;mRNA;chr02;447366;447399;C;447409;1_mis;33;42;151;89;145;101;58;152;35;TATA-less;TAF1-depleted
YBR103W;SIF2;933;mRNA;chr02;447545;447539;W;447511;2_mis;32;35;178;52;180;89;62;218;24;TATA-less;TAF1-enriched
YBR104W;YMC2;926;mRNA;chr02;449561;449571;W;449539;2_mis;26;20;184;82;191;94;51;230;41;TATA-less;TAF1-depleted
YBR105C;VID24;904;mRNA;chr02;452056;451999;C;452099;0_mis;27;49;281;84;299;125;124;324;46;TATA-containing;TAF1-depleted
YBR106W;SND3;905;mRNA;chr02;452555;452579;W;452533;1_mis;74;215;1206;519;1162;374;271;1067;92;TATA-less;TAF1-enriched
YBR107C;IML3;931;mRNA;chr02;454583;454575;C;454614;2_mis;25;113;132;108;185;80;104;202;37;TATA-less;TAF1-enriched
YBR108W;AIM3;948;mRNA;chr02;454764;454741;W;454736;1_mis;13;81;112;91;157;83;80;130;42;TATA-less;TAF1-enriched
YBR109C;CMD1;929;mRNA;chr02;458428;458408;C;458471;2_mis;50;59;383;292;499;190;112;471;55;TATA-less;TAF1-enriched
YBR110W;ALG1;957;mRNA;chr02;458810;458804;W;458787;2_mis;51;66;146;163;209;104;109;220;42;TATA-less;TAF1-enriched
YBR111C;YSA1;941;mRNA;chr02;461888;461872;C;461918;0_mis;27;103;246;82;304;119;119;248;46;TATA-containing;TAF1-depleted
YBR111W-A;SUS1;937;mRNA;chr02;462080;462058;W;462054;1_mis;17;46;133;202;233;115;75;277;28;TATA-less;TAF1-enriched
YBR112C;CYC8;925;mRNA;chr02;465961;465968;C;466041;1_mis;39;53;247;122;524;177;124;459;54;TATA-less;TAF1-enriched
YBR114W;RAD16;934;mRNA;chr02;467123;467188;W;467100;0_mis;22;32;93;151;156;62;62;132;20;TATA-containing;TAF1-enriched
YBR115C;LYS2;923;mRNA;chr02;474004;474048;C;474030;0_mis;27;59;312;127;205;89;99;183;46;TATA-containing;TAF1-depleted
YBR117C;TKL2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR118W;TEF2;887;mRNA;chr02;477596;477590;W;477542;0_mis;330;381;6532;332;3030;814;574;3166;357;TATA-containing;TAF1-depleted
YBR119W;MUD1;1004;mRNA;chr02;479306;479148;W;479298;2_mis;45;57;123;59;924;92;533;151;240;TATA-less;TAF1-enriched
YBR120C;CBP6;958;mRNA;chr02;480998;481016;C;481029;1_mis;28;72;176;165;178;85;151;183;47;TATA-less;TAF1-enriched
YBR121C;GRS1;893;mRNA;chr02;483481;483528;C;483535;1_mis;56;88;540;129;466;172;141;516;76;TATA-less;TAF1-enriched
YBR122C;MRPL36;959;mRNA;chr02;484547;484544;C;484578;2_mis;54;148;306;419;370;143;120;355;105;TATA-less;TAF1-enriched
YBR123C;TFC1;949;mRNA;chr02;486776;486759;C;486799;1_mis;29;78;151;170;202;78;79;232;45;TATA-less;TAF1-enriched
YBR125C;PTC4;751;mRNA;chr02;488736;488648;C;488802;0_mis;8;43;87;81;180;63;94;128;73;TATA-containing;TAF1-depleted
YBR126C;TPS1;932;mRNA;chr02;490512;490488;C;490561;0_mis;93;335;784;254;892;328;310;789;101;TATA-containing;TAF1-depleted
YBR126W-A;MEO1;917;mRNA;chr02;490755;490768;W;490750;1_mis;27;94;307;264;475;146;135;371;46;TATA-less;TAF1-enriched
YBR127C;VMA2;973;mRNA;chr02;492877;492888;C;492892;2_mis;37;89;411;293;461;174;123;449;72;TATA-less;TAF1-enriched
YBR129C;OPY1;NA;mRNA;chr02;495402;495376;C;0;3_mis;33;37;166;266;344;123;94;331;81;TATA-less;TAF1-enriched
YBR130C;SHE3;NA;mRNA;chr02;496935;496928;C;0;3_mis;51;108;166;392;489;175;195;435;56;TATA-less;TAF1-enriched
YBR131W;CCZ1;1004;mRNA;chr02;497162;497132;W;497143;1_mis;29;24;143;138;131;59;24;127;43;TATA-less;TAF1-enriched
YBR132C;AGP2;910;mRNA;chr02;501629;501792;C;501678;0_mis;20;13;135;63;189;98;48;251;99;TATA-containing;TAF1-depleted
YBR133C;HSL7;902;mRNA;chr02;504425;504424;C;504499;0_mis;80;144;417;315;470;161;197;471;80;TATA-containing;TAF1-enriched
YBR135W;CKS1;886;mRNA;chr02;504725;504748;W;504652;0_mis;48;77;300;571;436;155;159;411;44;TATA-containing;TAF1-enriched
YBR136W;MEC1;933;mRNA;chr02;505593;505436;W;505556;1_mis;19;61;69;144;126;50;84;96;68;TATA-less;TAF1-enriched
YBR137W;YBR137W;923;mRNA;chr02;512955;512964;W;512911;1_mis;13;76;83;36;109;57;30;105;41;TATA-less;TAF1-depleted
YBR138C;YBR138C;980;mRNA;chr02;515405;515392;C;515439;1_mis;18;65;119;88;155;71;50;165;24;TATA-less;TAF1-enriched
YBR139W;ATG42;930;mRNA;chr02;515609;515636;W;515589;0_mis;22;33;157;68;147;65;33;131;32;TATA-containing;TAF1-depleted
YBR140C;IRA1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR141C;BMT2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR142W;MAK5;942;mRNA;chr02;528238;528236;W;528218;1_mis;29;74;193;84;188;82;40;208;32;TATA-less;TAF1-enriched
YBR143C;SUP45;929;mRNA;chr02;532244;532248;C;532283;2_mis;89;150;1009;258;956;417;295;1345;137;TATA-less;TAF1-enriched
YBR145W;ADH5;912;mRNA;chr02;533669;533700;W;533639;0_mis;26;45;142;68;173;71;44;185;31;TATA-containing;TAF1-depleted
YBR146W;MRPS9;901;mRNA;chr02;535175;535172;W;535095;1_mis;50;77;329;316;271;108;112;299;53;TATA-less;TAF1-enriched
YBR147W;RTC2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR149W;ARA1;911;mRNA;chr02;539889;539877;W;539860;0_mis;33;90;267;156;355;165;114;358;42;TATA-containing;TAF1-depleted
YBR150C;TBS1;938;mRNA;chr02;544539;544520;C;544562;2_mis;22;32;222;159;177;70;57;198;31;TATA-less;TAF1-enriched
YBR151W;APD1;925;mRNA;chr02;544880;544876;W;544851;1_mis;32;67;238;66;230;71;66;235;20;TATA-less;TAF1-enriched
YBR152W;SPP381;944;mRNA;chr02;546280;546308;W;546258;2_mis;22;38;174;82;193;93;71;180;42;TATA-less;TAF1-enriched
YBR153W;RIB7;936;mRNA;chr02;547367;547380;W;547338;2_mis;36;36;169;151;165;87;51;189;59;TATA-less;TAF1-enriched
YBR154C;RPB5;939;mRNA;chr02;549130;549128;C;549155;0_mis;52;70;469;248;632;176;132;701;52;TATA-containing;TAF1-depleted
YBR155W;CNS1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR156C;SLI15;945;mRNA;chr02;553276;553216;C;553304;1_mis;32;21;123;107;168;84;81;183;55;TATA-less;TAF1-enriched
YBR157C;ICS2;949;mRNA;chr02;554406;554384;C;554441;0_mis;23;59;158;42;161;82;48;181;61;TATA-containing;TAF1-depleted
YBR158W;AMN1;918;mRNA;chr02;556268;556268;W;556210;0_mis;113;285;1508;18;1683;473;240;1863;131;TATA-containing;TAF1-depleted
YBR159W;IFA38;931;mRNA;chr02;558607;558612;W;558581;1_mis;27;48;344;206;399;131;162;326;58;TATA-less;TAF1-enriched
YBR160W;CDC28;879;mRNA;chr02;559951;559908;W;559885;2_mis;29;43;161;103;187;76;87;182;62;TATA-less;TAF1-enriched
YBR161W;CSH1;755;mRNA;chr02;561350;561453;W;561373;2_mis;23;70;203;138;186;84;130;162;57;TATA-less;TAF1-enriched
YBR162C;TOS1;775;mRNA;chr02;564892;564824;C;564925;1_mis;73;122;681;24;652;229;161;663;63;TATA-less;TAF1-depleted
YBR162W-A;YSY6;926;mRNA;chr02;565188;565180;W;565146;1_mis;62;236;362;486;509;184;222;544;101;TATA-less;TAF1-enriched
YBR163W;EXO5;1019;mRNA;chr02;565661;565604;W;565646;2_mis;44;82;386;91;285;130;102;216;171;TATA-less;TAF1-enriched
YBR164C;ARL1;930;mRNA;chr02;568553;568552;C;568599;0_mis;62;59;392;129;438;202;111;520;54;TATA-containing;TAF1-depleted
YBR165W;UBS1;949;mRNA;chr02;568736;568756;W;568715;1_mis;49;45;390;239;427;157;100;476;49;TATA-less;TAF1-enriched
YBR166C;TYR1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR167C;POP7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR168W;PEX32;614;mRNA;chr02;571957;572068;W;571960;2_mis;23;24;76;50;126;45;32;133;31;TATA-less;TAF1-enriched
YBR169C;SSE2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR170C;NPL4;NA;mRNA;chr02;578160;578136;C;0;3_mis;44;105;313;188;338;121;99;277;30;TATA-less;TAF1-enriched
YBR171W;SEC66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR172C;SMY2;811;mRNA;chr02;581678;581488;C;581650;1_mis;16;20;119;20;136;45;44;121;68;TATA-less;TAF1-enriched
YBR173C;UMP1;937;mRNA;chr02;582221;582216;C;582251;1_mis;50;87;339;225;408;191;123;461;82;TATA-less;TAF1-enriched
YBR175W;SWD3;936;mRNA;chr02;582390;582380;W;582347;2_mis;27;108;278;247;323;146;152;334;80;TATA-less;TAF1-enriched
YBR176W;ECM31;1009;mRNA;chr02;583634;583628;W;583617;1_mis;11;42;163;106;146;90;81;162;69;TATA-less;TAF1-enriched
YBR177C;EHT1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR179C;FZO1;979;mRNA;chr02;589200;589192;C;589188;1_mis;29;104;179;210;279;115;100;236;32;TATA-less;TAF1-enriched
YBR181C;RPS6B;946;mRNA;chr02;592820;592824;C;592861;1_mis;159;212;1735;1219;2379;742;581;2831;213;TATA-less;TAF1-enriched
YBR183W;YPC1;756;mRNA;chr02;595891;595892;W;595822;1_mis;20;27;159;25;209;87;47;256;8;TATA-less;TAF1-depleted
YBR185C;MBA1;929;mRNA;chr02;600016;600000;C;600043;1_mis;31;106;144;89;204;80;90;197;51;TATA-less;TAF1-enriched
YBR187W;GDT1;967;mRNA;chr02;602504;602500;W;602478;2_mis;33;118;466;98;417;136;125;495;56;TATA-less;TAF1-depleted
YBR188C;NTC20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR189W;RPS9B;949;mRNA;chr02;604455;604452;W;604421;2_mis;166;272;2839;2077;2197;575;402;2568;208;TATA-less;TAF1-enriched
YBR191W;RPL21A;980;mRNA;chr02;606218;606196;W;606189;1_mis;191;348;2490;1802;2162;732;445;2637;187;TATA-less;TAF1-enriched
YBR192W;RIM2;980;mRNA;chr02;607456;607460;W;607475;1_mis;38;54;213;63;210;92;114;238;154;TATA-less;TAF1-enriched
YBR193C;MED8;889;mRNA;chr02;609867;609808;C;609899;1_mis;33;29;143;55;222;77;60;190;35;TATA-less;TAF1-depleted
YBR194W;AIM4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR195C;MSI1;988;mRNA;chr02;611908;611920;C;611934;1_mis;22;47;213;160;624;109;674;244;108;TATA-less;TAF1-enriched
YBR196C;PGI1;783;mRNA;chr02;614123;613968;C;614153;0_mis;269;384;3417;125;2330;727;461;2459;215;TATA-containing;TAF1-depleted
YBR197C;YBR197C;951;mRNA;chr02;615869;615880;C;615910;1_mis;25;96;124;112;168;51;86;138;113;TATA-less;TAF1-enriched
YBR198C;TAF5;972;mRNA;chr02;618589;618616;C;618623;2_mis;42;82;271;138;407;141;78;363;64;TATA-less;TAF1-depleted
YBR199W;KTR4;927;mRNA;chr02;618805;618804;W;618749;1_mis;57;87;327;319;467;161;193;457;67;TATA-less;TAF1-enriched
YBR200W;BEM1;911;mRNA;chr02;620769;620804;W;620734;2_mis;29;61;143;142;212;73;65;245;35;TATA-less;TAF1-enriched
YBR201C-A;MIN7;895;mRNA;chr02;624826;624767;C;624859;0_mis;20;61;62;39;60;33;10;30;34;TATA-containing;TAF1-enriched
YBR201W;DER1;922;mRNA;chr02;623395;623420;W;623370;1_mis;8;44;94;31;139;62;37;157;20;TATA-less;TAF1-enriched
YBR202W;MCM7;949;mRNA;chr02;625726;625684;W;625697;2_mis;53;74;398;239;267;134;128;339;71;TATA-less;TAF1-depleted
YBR203W;COS111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR204C;LDH1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR205W;KTR3;886;mRNA;chr02;633522;633572;W;633467;1_mis;14;92;266;298;272;129;104;347;35;TATA-less;TAF1-enriched
YBR207W;FTH1;945;mRNA;chr02;635069;635052;W;635045;1_mis;40;69;437;177;361;139;143;388;127;TATA-less;TAF1-enriched
YBR208C;DUR1,2;1221;mRNA;chr02;642419;642328;C;642442;1_mis;37;41;208;26;242;117;63;218;60;TATA-less;TAF1-depleted
YBR210W;ERV15;946;mRNA;chr02;645515;645332;W;645468;1_mis;13;83;109;138;143;63;68;122;45;TATA-less;TAF1-enriched
YBR211C;AME1;948;mRNA;chr02;647239;647232;C;647275;1_mis;36;83;163;217;261;126;67;275;50;TATA-less;TAF1-enriched
YBR212W;NGR1;636;mRNA;chr02;647440;647436;W;647411;2_mis;38;80;227;251;329;165;102;363;47;TATA-less;TAF1-enriched
YBR213W;MET8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR214W;SDS24;931;mRNA;chr02;651298;651300;W;651273;1_mis;22;78;142;86;194;85;63;167;57;TATA-less;TAF1-enriched
YBR215W;HPC2;986;mRNA;chr02;653329;653452;W;653307;2_mis;37;46;268;77;183;91;97;197;63;TATA-less;TAF1-depleted
YBR216C;YBP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR217W;ATG12;936;mRNA;chr02;657746;657764;W;657727;2_mis;15;61;153;119;217;87;66;240;27;TATA-less;TAF1-enriched
YBR218C;PYC2;863;mRNA;chr02;662496;662400;C;662523;1_mis;88;83;739;128;619;264;176;493;80;TATA-less;TAF1-depleted
YBR220C;YBR220C;973;mRNA;chr02;664756;664760;C;664780;2_mis;31;73;128;87;197;88;73;235;51;TATA-less;TAF1-enriched
YBR221C;PDB1;922;mRNA;chr02;666495;666480;C;666530;2_mis;51;153;260;259;505;202;161;526;87;TATA-less;TAF1-enriched
YBR222C;PCS60;934;mRNA;chr02;668424;668392;C;668453;0_mis;31;73;228;66;207;83;53;202;67;TATA-containing;TAF1-depleted
YBR223C;TDP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR225W;YBR225W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR227C;MCX1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR228W;SLX1;NA;mRNA;chr02;675316;675284;W;675288;1_mis;12;27;100;57;125;49;22;103;19;TATA-less;TAF1-enriched
YBR229C;ROT2;942;mRNA;chr02;679265;679240;C;679297;2_mis;19;56;155;234;230;103;221;235;47;TATA-less;TAF1-enriched
YBR230C;OM14;939;mRNA;chr02;680103;679936;C;680143;0_mis;39;207;172;120;328;144;296;284;49;TATA-containing;TAF1-enriched
YBR230W-A;COQ21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR231C;SWC5;959;mRNA;chr02;683151;683159;C;683182;2_mis;28;25;149;120;188;95;46;195;33;TATA-less;TAF1-enriched
YBR233W;PBP2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR233W-A;DAD3;955;mRNA;chr02;684935;684897;W;684908;1_mis;18;69;87;105;197;103;89;194;76;TATA-less;TAF1-enriched
YBR234C;ARC40;887;mRNA;chr02;686663;686648;C;686736;1_mis;38;80;191;142;188;101;60;198;37;TATA-less;TAF1-enriched
YBR235W;VHC1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR236C;ABD1;943;mRNA;chr02;691760;691736;C;691794;2_mis;17;28;225;237;230;79;65;272;34;TATA-less;TAF1-enriched
YBR237W;PRP5;NA;mRNA;chr02;691936;691908;W;691899;2_mis;28;45;133;97;140;73;45;140;28;TATA-less;TAF1-enriched
YBR238C;YBR238C;942;mRNA;chr02;697434;697392;C;697445;1_mis;75;81;602;138;470;200;165;463;69;TATA-less;TAF1-enriched
YBR239C;ERT1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR240C;THI2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR241C;YBR241C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR242W;YBR242W;969;mRNA;chr02;704519;704500;W;704486;0_mis;31;34;209;51;172;73;50;178;43;TATA-containing;TAF1-enriched
YBR243C;ALG7;978;mRNA;chr02;706799;706840;C;706841;1_mis;21;57;164;110;92;50;29;97;48;TATA-less;TAF1-enriched
YBR245C;ISW1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YBR246W;RRT2;965;mRNA;chr02;711546;711532;W;711527;2_mis;34;118;206;121;244;114;113;304;40;TATA-less;TAF1-depleted
YBR247C;ENP1;905;mRNA;chr02;714521;714464;C;714577;1_mis;35;48;363;73;338;132;111;454;53;TATA-less;TAF1-depleted
YBR248C;HIS7;964;mRNA;chr02;716551;716552;C;716583;1_mis;40;67;250;134;339;128;172;370;72;TATA-less;TAF1-depleted
YBR249C;ARO4;895;mRNA;chr02;718131;718128;C;718183;1_mis;77;50;884;77;558;198;75;760;80;TATA-less;TAF1-enriched
YBR251W;MRPS5;960;mRNA;chr02;721305;721261;W;721297;2_mis;13;51;214;132;253;123;82;302;47;TATA-less;TAF1-enriched
YBR252W;DUT1;910;mRNA;chr02;722569;722572;W;722509;0_mis;48;57;407;235;421;134;106;265;66;TATA-containing;TAF1-enriched
YBR253W;SRB6;NA;mRNA;chr02;723188;723204;W;0;3_mis;35;109;185;203;380;151;149;370;182;TATA-less;TAF1-enriched
